^SPX (Standard & Poors 500 Index),2881.4,0.0001
May 13 2019 @ 04:47 ET,Bid,2856.41,Ask,2901.86,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
05/22/2019,SPXW190522C02000000,0,0,846.9,851.1,0,1.1795,0.9735,0.0001,0,2000.000,SPXW190522P02000000,0,0,0,0.1,0,0.684,-0.0006,0,110
05/22/2019,SPXW190522C02050000,0,0,796.7,800.9,0,1.1003,0.9728,0.0001,0,2050.000,SPXW190522P02050000,0,0,0,0.1,0,0.639,-0.0006,0,87
05/22/2019,SPXW190522C02100000,0,0,746.7,750.9,0,1.0298,0.9712,0.0001,0,2100.000,SPXW190522P02100000,0,0,0,0.1,0,0.595,-0.0007,0,60
05/22/2019,SPXW190522C02150000,0,0,697,701.2,0,0.9701,0.9683,0.0002,0,2150.000,SPXW190522P02150000,0,0,0,0.1,0,0.5518,-0.0007,0,51
05/22/2019,SPXW190522C02200000,0,0,646.8,651,0,0.8957,0.9671,0.0002,0,2200.000,SPXW190522P02200000,0,0,0,0.15,0,0.5267,-0.0011,0,95
05/22/2019,SPXW190522C02250000,0,0,597.1,601.3,0,0.837,0.9636,0.0002,0,2250.000,SPXW190522P02250000,0,0,0,0.15,0,0.4839,-0.0012,0,238
05/22/2019,SPXW190522C02300000,0,0,546.9,551.1,0,0.7652,0.962,0.0002,0,2300.000,SPXW190522P02300000,0,0,0,0.15,0,0.4418,-0.0013,0,198
05/22/2019,SPXW190522C02325000,0,0,522.2,526.4,0,0.74,0.9591,0.0003,0,2325.000,SPXW190522P02325000,0,0,0,0.2,0,0.4321,-0.0017,0,13
05/22/2019,SPXW190522C02350000,0,0,497,501.2,0,0.7023,0.9585,0.0003,0,2350.000,SPXW190522P02350000,0.16,-0.14,0,0.2,3,0.411,-0.0018,0,200
05/22/2019,SPXW190522C02375000,0,0,472.3,476.5,0,0.6768,0.9553,0.0003,0,2375.000,SPXW190522P02375000,0,0,0.05,0.2,0,0.3983,-0.0023,0,10
05/22/2019,SPXW190522C02400000,0,0,447.3,451.6,0,0.6454,0.9531,0.0003,0,2400.000,SPXW190522P02400000,0,0,0.05,0.25,0,0.3838,-0.0028,0,288
05/22/2019,SPXW190522C02425000,0,0,422.4,426.6,0,0.614,0.9508,0.0004,0,2425.000,SPXW190522P02425000,0.5,0.025,0.1,0.3,62,0.3734,-0.0037,0.0001,90
05/22/2019,SPXW190522C02450000,0,0,397.2,401.4,0,0.5774,0.9496,0.0004,0,2450.000,SPXW190522P02450000,0,0,0.1,0.35,0,0.3561,-0.0043,0.0001,100
05/22/2019,SPXW190522C02460000,0,0,387.5,391.7,0,0.5707,0.9469,0.0004,0,2460.000,SPXW190522P02460000,0,0,0.15,0.35,0,0.3514,-0.0048,0.0001,32
05/22/2019,SPXW190522C02470000,0,0,377.6,381.8,0,0.5597,0.9453,0.0004,0,2470.000,SPXW190522P02470000,0,0,0.15,0.4,0,0.3462,-0.0054,0.0001,32
05/22/2019,SPXW190522C02475000,0,0,372.3,376.5,0,0.5472,0.9465,0.0004,0,2475.000,SPXW190522P02475000,0,0,0.2,0.4,0,0.3452,-0.0058,0.0001,84
05/22/2019,SPXW190522C02480000,0,0,367.4,371.5,0,0.5418,0.9457,0.0004,0,2480.000,SPXW190522P02480000,0,0,0.2,0.4,0,0.3407,-0.0059,0.0001,62
05/22/2019,SPXW190522C02490000,0,0,357.7,361.8,0,0.5347,0.9428,0.0005,0,2490.000,SPXW190522P02490000,0,0,0.2,0.45,0,0.3348,-0.0064,0.0001,43
05/22/2019,SPXW190522C02500000,0,0,347.5,351.6,0,0.518,0.9428,0.0005,0,2500.000,SPXW190522P02500000,0.55,-0.3,0.25,0.5,20,0.3314,-0.0074,0.0001,373
05/22/2019,SPXW190522C02510000,0,0,337.8,341.9,0,0.5106,0.9397,0.0005,0,2510.000,SPXW190522P02510000,0,0,0.3,0.55,0,0.3273,-0.0084,0.0002,46
05/22/2019,SPXW190522C02520000,0,0,327.6,331.7,0,0.494,0.9397,0.0005,0,2520.000,SPXW190522P02520000,0,0,0.35,0.6,0,0.3226,-0.0094,0.0002,149
05/22/2019,SPXW190522C02525000,0,0,322.9,327,0,0.4929,0.9371,0.0005,0,2525.000,SPXW190522P02525000,0,0,0.4,0.65,0,0.322,-0.0103,0.0002,98
05/22/2019,SPXW190522C02530000,0,0,317.7,321.8,0,0.4829,0.9377,0.0005,1,2530.000,SPXW190522P02530000,0,0,0.4,0.65,0,0.3173,-0.0104,0.0002,31
05/22/2019,SPXW190522C02540000,0,0,308,312.1,0,0.4751,0.9342,0.0006,0,2540.000,SPXW190522P02540000,0,0,0.45,0.75,0,0.3134,-0.0119,0.0002,165
05/22/2019,SPXW190522C02550000,0,0,298.1,302.2,0,0.4637,0.932,0.0006,0,2550.000,SPXW190522P02550000,0,0,0.55,0.8,0,0.3088,-0.0134,0.0002,136
05/22/2019,SPXW190522C02560000,0,0,288.2,292.3,0,0.4522,0.9297,0.0006,0,2560.000,SPXW190522P02560000,1,-0.5,0.6,0.9,50,0.3037,-0.015,0.0003,228
05/22/2019,SPXW190522C02570000,0,0,278.3,282.4,0,0.4407,0.9272,0.0007,0,2570.000,SPXW190522P02570000,0,0,0.7,1.05,0,0.3006,-0.0173,0.0003,30
05/22/2019,SPXW190522C02575000,0,0,273.1,277.2,0,0.431,0.9277,0.0007,0,2575.000,SPXW190522P02575000,0.8,-0.975,0.75,1.1,70,0.2981,-0.0183,0.0003,106
05/22/2019,SPXW190522C02580000,0,0,268.4,272.5,0,0.4291,0.9247,0.0007,0,2580.000,SPXW190522P02580000,1,-0.875,0.85,1.15,10,0.2966,-0.0197,0.0004,106
05/22/2019,SPXW190522C02590000,0,0,258.4,262.4,0,0.4151,0.923,0.0008,0,2590.000,SPXW190522P02590000,0,0,0.95,1.3,0,0.2918,-0.0222,0.0004,85
05/22/2019,SPXW190522C02595000,0,0,253.4,257.5,0,0.4092,0.9216,0.0008,0,2595.000,SPXW190522P02595000,0,0,1.05,1.4,0,0.2907,-0.024,0.0004,0
05/22/2019,SPXW190522C02600000,0,0,248.8,252.8,0,0.4077,0.918,0.0008,0,2600.000,SPXW190522P02600000,1.95,-0.35,1.1,1.45,37,0.2874,-0.0252,0.0004,2657
05/22/2019,SPXW190522C02605000,0,0,243.9,247.9,0,0.4025,0.9162,0.0008,0,2605.000,SPXW190522P02605000,0,0,1.2,1.55,0,0.2858,-0.027,0.0005,0
05/22/2019,SPXW190522C02610000,0,0,239,243,0,0.3971,0.9143,0.0009,0,2610.000,SPXW190522P02610000,1.9,-0.675,1.3,1.65,43,0.2839,-0.0289,0.0005,91
05/22/2019,SPXW190522C02615000,0,0,234.1,238.1,0,0.3918,0.9123,0.0009,0,2615.000,SPXW190522P02615000,0,0,1.4,1.75,0,0.2818,-0.0308,0.0005,0
05/22/2019,SPXW190522C02620000,0,0,229.2,233.2,0,0.3864,0.9103,0.0009,0,2620.000,SPXW190522P02620000,0,0,1.5,1.9,0,0.2802,-0.0331,0.0006,39
05/22/2019,SPXW190522C02625000,0,0,224.3,228.3,0,0.381,0.9083,0.0009,0,2625.000,SPXW190522P02625000,0,0,1.6,2,0,0.2777,-0.0351,0.0006,364
05/22/2019,SPXW190522C02630000,0,0,219.2,223.2,0,0.3728,0.9076,0.001,0,2630.000,SPXW190522P02630000,0,0,1.7,2.15,0,0.2756,-0.0375,0.0006,114
05/22/2019,SPXW190522C02635000,0,0,214.4,218.3,0,0.368,0.9051,0.001,0,2635.000,SPXW190522P02635000,1.1,-2.3,1.85,2.3,12,0.274,-0.0402,0.0007,12
05/22/2019,SPXW190522C02640000,0,0,209.8,213.7,0,0.3662,0.9007,0.001,34,2640.000,SPXW190522P02640000,2.65,-0.95,2,2.45,30,0.272,-0.043,0.0007,881
05/22/2019,SPXW190522C02645000,0,0,204.7,208.6,0,0.3581,0.8998,0.0011,0,2645.000,SPXW190522P02645000,0,0,2.15,2.6,0,0.2699,-0.0458,0.0008,42
05/22/2019,SPXW190522C02650000,0,0,199.9,203.8,0,0.3536,0.8967,0.0011,0,2650.000,SPXW190522P02650000,0,0,2.3,2.8,0,0.268,-0.049,0.0008,1051
05/22/2019,SPXW190522C02655000,0,0,195.1,199,0,0.3491,0.8935,0.0011,0,2655.000,SPXW190522P02655000,2.9,-1.4,2.5,3,14,0.2664,-0.0525,0.0009,26
05/22/2019,SPXW190522C02660000,0,0,190.6,194.4,0,0.3473,0.8884,0.0012,0,2660.000,SPXW190522P02660000,2.75,-1.85,2.7,3.2,21,0.2645,-0.0562,0.0009,83
05/22/2019,SPXW190522C02665000,0,0,185.8,189.6,0,0.3425,0.885,0.0012,0,2665.000,SPXW190522P02665000,2.75,-2.15,2.9,3.4,23,0.2623,-0.0598,0.001,418
05/22/2019,SPXW190522C02670000,0,0,180.8,184.6,0,0.3354,0.883,0.0013,0,2670.000,SPXW190522P02670000,2.58,-2.52,3.1,3.7,11,0.2608,-0.0642,0.001,39
05/22/2019,SPXW190522C02675000,0,0,176.3,180,0,0.3332,0.8776,0.0013,0,2675.000,SPXW190522P02675000,3.4,-2.05,3.3,3.9,10,0.2581,-0.068,0.0011,308
05/22/2019,SPXW190522C02680000,0,0,171.4,175.1,0,0.327,0.8746,0.0014,0,2680.000,SPXW190522P02680000,2.85,-2.95,3.6,4.2,56,0.2568,-0.073,0.0012,123
05/22/2019,SPXW190522C02685000,0,0,166.7,170.3,0,0.3224,0.8705,0.0014,0,2685.000,SPXW190522P02685000,0,0,3.9,4.5,0,0.2552,-0.0782,0.0012,29
05/22/2019,SPXW190522C02690000,0,0,162,165.6,0,0.3181,0.8658,0.0015,0,2690.000,SPXW190522P02690000,0,0,4.2,4.8,0,0.2532,-0.0834,0.0013,76
05/22/2019,SPXW190522C02695000,0,0,157.3,160.9,0,0.3137,0.8611,0.0015,0,2695.000,SPXW190522P02695000,7.8,0.95,4.5,5.2,418,0.2516,-0.0893,0.0014,753
05/22/2019,SPXW190522C02700000,0,0,152.7,156.3,0,0.3101,0.8555,0.0016,0,2700.000,SPXW190522P02700000,1.95,-5.25,4.8,5.5,3,0.249,-0.0947,0.0015,433
05/22/2019,SPXW190522C02705000,0,0,148.1,151.6,0,0.3059,0.8501,0.0017,0,2705.000,SPXW190522P02705000,4.1,-3.65,5.2,5.9,9,0.2475,-0.1013,0.0016,28
05/22/2019,SPXW190522C02710000,0,0,143.7,147.2,0,0.3038,0.8428,0.0017,0,2710.000,SPXW190522P02710000,2.16,-5.99,5.6,6.3,15,0.2455,-0.108,0.0016,63
05/22/2019,SPXW190522C02715000,0,0,139,142.4,0,0.2983,0.8378,0.0018,10,2715.000,SPXW190522P02715000,7.2,-1.45,6,6.8,13,0.2438,-0.1153,0.0017,54
05/22/2019,SPXW190522C02720000,0,0,134.7,137.8,0,0.2954,0.8305,0.0019,0,2720.000,SPXW190522P02720000,5.28,-3.87,6.5,7.3,9,0.2424,-0.1233,0.0018,494
05/22/2019,SPXW190522C02725000,0,0,130,133.3,0,0.2909,0.8241,0.0019,0,2725.000,SPXW190522P02725000,3.1,-6.6,7,7.8,603,0.2405,-0.1313,0.0019,2571
05/22/2019,SPXW190522C02730000,0,0,125.5,128.8,0,0.287,0.8169,0.002,0,2730.000,SPXW190522P02730000,6,-4.25,7.5,8.3,10,0.2383,-0.1395,0.002,100
05/22/2019,SPXW190522C02735000,0,0,121.3,124.3,0,0.2842,0.8085,0.0021,0,2735.000,SPXW190522P02735000,4.65,-6.2,8,8.9,58,0.2362,-0.1483,0.0021,61
05/22/2019,SPXW190522C02740000,0,0,116.7,119.9,0,0.2799,0.8008,0.0022,0,2740.000,SPXW190522P02740000,3.46,-8.04,8.6,9.5,4,0.2343,-0.1578,0.0022,912
05/22/2019,SPXW190522C02745000,0,0,112.3,115.5,0,0.2762,0.7923,0.0023,0,2745.000,SPXW190522P02745000,5.35,-6.8,9.2,10.1,30,0.232,-0.1674,0.0024,59
05/22/2019,SPXW190522C02750000,0,0,108,111.1,0,0.2726,0.7833,0.0023,0,2750.000,SPXW190522P02750000,4.25,-8.6,9.9,10.8,886,0.2302,-0.1781,0.0025,1372
05/22/2019,SPXW190522C02755000,0,0,104,106.8,0,0.2702,0.7729,0.0024,0,2755.000,SPXW190522P02755000,0,0,10.6,11.5,0,0.228,-0.1889,0.0026,15
05/22/2019,SPXW190522C02760000,0,0,99.6,102.5,0,0.2661,0.7633,0.0025,0,2760.000,SPXW190522P02760000,6.7,-7.7,11.4,12.4,369,0.2266,-0.2012,0.0027,1818
05/22/2019,SPXW190522C02765000,0,0,95.4,98.3,0,0.2628,0.7527,0.0026,0,2765.000,SPXW190522P02765000,9.2,-6,12.2,13.2,27,0.2244,-0.2132,0.0028,1369
05/22/2019,SPXW190522C02770000,0,0,91.4,94.1,0,0.2598,0.7413,0.0027,0,2770.000,SPXW190522P02770000,15,-1,13,14,11,0.2218,-0.2255,0.003,163
05/22/2019,SPXW190522C02775000,0,0,87.2,89.9,0,0.2559,0.7301,0.0028,1,2775.000,SPXW190522P02775000,21.25,4.35,13.9,14.9,1,0.2196,-0.2388,0.0031,1749
05/22/2019,SPXW190522C02780000,0,0,83.2,85.8,0,0.2526,0.7178,0.0029,0,2780.000,SPXW190522P02780000,14.2,-3.6,14.9,15.9,1277,0.2176,-0.253,0.0032,384
05/22/2019,SPXW190522C02785000,0,0,79.2,81.8,0,0.2493,0.705,0.003,1,2785.000,SPXW190522P02785000,13.1,-5.7,15.9,16.9,1123,0.2152,-0.2675,0.0033,1040
05/22/2019,SPXW190522C02790000,0,0,75.3,77.8,0,0.246,0.6916,0.0031,0,2790.000,SPXW190522P02790000,19.2,-0.55,16.9,17.9,727,0.2123,-0.2824,0.0035,799
05/22/2019,SPXW190522C02795000,0,0,71.4,73.9,0,0.2427,0.6776,0.0032,0,2795.000,SPXW190522P02795000,0,0,18,19,0,0.2097,-0.2982,0.0036,318
05/22/2019,SPXW190522C02800000,75,-15.55,67.8,70.2,1,0.2404,0.6624,0.0033,0,2800.000,SPXW190522P02800000,13.9,-8,18.8,20.3,227,0.2064,-0.3142,0.0037,1947
05/22/2019,SPXW190522C02805000,0,0,63.9,66.3,0,0.2363,0.6476,0.0034,2,2805.000,SPXW190522P02805000,17.5,-5.5,20,21.5,540,0.2035,-0.3314,0.0039,583
05/22/2019,SPXW190522C02810000,0,0,60.4,62.6,0,0.2335,0.6314,0.0035,0,2810.000,SPXW190522P02810000,10.2,-14,21.3,22.9,892,0.201,-0.3497,0.004,1623
05/22/2019,SPXW190522C02815000,51.2,-27.9,56.7,58.9,7,0.2298,0.6151,0.0036,8,2815.000,SPXW190522P02815000,10.95,-14.45,22.6,24.2,27,0.1978,-0.3684,0.0042,119
05/22/2019,SPXW190522C02820000,63.59,-11.81,53.3,55.3,5,0.2267,0.5978,0.0037,8,2820.000,SPXW190522P02820000,16.4,-10.3,24.1,25.8,401,0.1955,-0.3884,0.0043,675
05/22/2019,SPXW190522C02825000,60.01,-11.69,49.8,51.8,12,0.2232,0.5799,0.0038,11,2825.000,SPXW190522P02825000,28.14,0.09,25.6,27.4,5,0.1926,-0.409,0.0044,1062
05/22/2019,SPXW190522C02830000,54.1,-19.15,46.4,48.4,40,0.2198,0.5614,0.0039,32,2830.000,SPXW190522P02830000,14.1,-15.3,27,28.9,76,0.1887,-0.43,0.0045,147
05/22/2019,SPXW190522C02835000,41.95,-18.25,43.3,45.2,24,0.2172,0.542,0.004,37,2835.000,SPXW190522P02835000,15.18,-15.72,28.8,30.8,587,0.1864,-0.4525,0.0046,275
05/22/2019,SPXW190522C02840000,53.05,-7.95,40,41.8,72,0.2131,0.5222,0.0041,83,2840.000,SPXW190522P02840000,23.6,-8.75,30.5,32.5,1268,0.1827,-0.4755,0.0047,1399
05/22/2019,SPXW190522C02845000,42.1,-15.55,36.9,38.7,40,0.2098,0.5017,0.0041,68,2845.000,SPXW190522P02845000,25.52,-8.33,32.4,34.4,21,0.1794,-0.4995,0.0048,1575
05/22/2019,SPXW190522C02850000,37.18,-17.07,33.9,35.6,213,0.2061,0.4804,0.0042,287,2850.000,SPXW190522P02850000,35.15,-0.3,34.3,36.5,1237,0.176,-0.5243,0.0049,1744
05/22/2019,SPXW190522C02855000,37.13,-13.77,31,32.6,4,0.2025,0.4585,0.0043,46,2855.000,SPXW190522P02855000,23.7,-13.5,36.3,38.6,4,0.1723,-0.5502,0.005,45
05/22/2019,SPXW190522C02860000,44,-3.65,28.3,29.6,31,0.1987,0.4359,0.0043,108,2860.000,SPXW190522P02860000,27.24,-11.66,38.4,40.7,551,0.168,-0.5771,0.0051,669
05/22/2019,SPXW190522C02865000,33.6,-10.85,25.6,26.8,13,0.1949,0.4127,0.0044,80,2865.000,SPXW190522P02865000,23.65,-17.05,40.7,43.2,544,0.1646,-0.6044,0.0051,593
05/22/2019,SPXW190522C02870000,33.05,-8.2,22.9,24.1,46,0.1906,0.3886,0.0044,67,2870.000,SPXW190522P02870000,36.77,-5.73,43,45.6,35,0.16,-0.6333,0.0051,174
05/22/2019,SPXW190522C02875000,35.55,-2.65,20.5,21.5,81,0.1868,0.3642,0.0044,984,2875.000,SPXW190522P02875000,28.45,-16,45.4,48,80,0.1548,-0.6637,0.0051,3893
05/22/2019,SPXW190522C02880000,31.8,-3.4,18.1,19.1,13,0.1827,0.3392,0.0044,50,2880.000,SPXW190522P02880000,48.05,1.6,48,50.6,6,0.1497,-0.6949,0.0051,366
05/22/2019,SPXW190522C02885000,17.4,-14.95,15.9,16.8,15,0.1786,0.3139,0.0043,96,2885.000,SPXW190522P02885000,64.85,16.3,50.7,53.6,20,0.1449,-0.7262,0.005,642
05/22/2019,SPXW190522C02890000,25.1,-4.35,13.8,14.7,44,0.1746,0.2884,0.0043,79,2890.000,SPXW190522P02890000,29.78,-20.97,53.5,56.4,4,0.1385,-0.7605,0.0049,183
05/22/2019,SPXW190522C02895000,25.17,-1.58,11.9,12.7,40,0.1706,0.2628,0.0042,68,2895.000,SPXW190522P02895000,71.15,18.1,56.5,59.7,24,0.1329,-0.7937,0.0047,135
05/22/2019,SPXW190522C02900000,16.7,-7.45,10.1,10.9,253,0.1665,0.2373,0.004,1000,2900.000,SPXW190522P02900000,35.4,-20.05,59.6,62.9,31,0.1253,-0.8303,0.0044,316
05/22/2019,SPXW190522C02905000,19.1,-2.55,8.5,9.3,33,0.1627,0.2125,0.0039,112,2905.000,SPXW190522P02905000,37.8,-20.15,62.9,66.3,13,0.1166,-0.8684,0.004,73
05/22/2019,SPXW190522C02910000,13.4,-5.9,7,7.8,43,0.1586,0.1877,0.0037,385,2910.000,SPXW190522P02910000,39.7,-20.85,66.3,69.9,3,0.1054,-0.9099,0.0033,189
05/22/2019,SPXW190522C02915000,14.9,-2.15,5.7,6.5,35,0.1547,0.1641,0.0035,244,2915.000,SPXW190522P02915000,46.2,-17.1,70,73.6,3,0.0884,-0.9572,0.0022,94
05/22/2019,SPXW190522C02920000,11.9,-3.05,4.6,5.3,33,0.1509,0.1415,0.0032,993,2920.000,SPXW190522P02920000,58.05,-8.15,73.7,77.5,7,0,-0.9776,0.0014,154
05/22/2019,SPXW190522C02925000,9.6,-3.4,3.7,4.4,60,0.1482,0.1219,0.003,1078,2925.000,SPXW190522P02925000,74.3,5.05,77.7,81.5,1,0,-1,0.0014,43
05/22/2019,SPXW190522C02930000,8.2,-3,2.95,3.5,59,0.1449,0.1029,0.0027,401,2930.000,SPXW190522P02930000,0,0,81.6,85.5,0,0.02,-0.9987,0.0001,63
05/22/2019,SPXW190522C02935000,5.75,-3.8,2.3,2.8,22,0.142,0.086,0.0024,153,2935.000,SPXW190522P02935000,0,0,85.9,89.9,0,0.02,-0.9983,0.0001,60
05/22/2019,SPXW190522C02940000,3.5,-4.6,1.8,2.2,2,0.1394,0.0711,0.0021,129,2940.000,SPXW190522P02940000,0,0,90.3,94.4,0,0.02,-0.994,0.0004,641
05/22/2019,SPXW190522C02945000,4.6,-2.15,1.35,1.75,32,0.1369,0.058,0.0018,1559,2945.000,SPXW190522P02945000,0,0,94.8,98.9,0,0.02,-0.9882,0.0007,80
05/22/2019,SPXW190522C02950000,2.4,-3.2,1.05,1.4,25,0.1355,0.0478,0.0016,1852,2950.000,SPXW190522P02950000,116.7,29.95,99.5,103.6,1,0.02,-0.9941,0.0004,196
05/22/2019,SPXW190522C02955000,2.25,-2.35,0.8,1.15,43,0.1345,0.0395,0.0014,145,2955.000,SPXW190522P02955000,0,0,104.2,108.4,0,0.02,-0.9976,0.0002,6
05/22/2019,SPXW190522C02960000,1.6,-2.1,0.6,0.9,3,0.1329,0.0317,0.0012,685,2960.000,SPXW190522P02960000,0,0,109,113.2,0,0.02,-0.6437,0.002,6
05/22/2019,SPXW190522C02965000,1.23,-1.795,0.5,0.75,34,0.1334,0.0269,0.001,674,2965.000,SPXW190522P02965000,0,0,113.9,118,0,0.02,-0.6497,0.002,10
05/22/2019,SPXW190522C02970000,1.05,-1.325,0.35,0.65,36,0.1331,0.0222,0.0009,435,2970.000,SPXW190522P02970000,0,0,118.7,122.9,0,0.02,-0.6555,0.0019,31
05/22/2019,SPXW190522C02975000,1.1,-0.8,0.3,0.55,3,0.1341,0.0191,0.0008,116,2975.000,SPXW190522P02975000,0,0,123.6,127.9,0,0.02,-0.661,0.0019,0
05/22/2019,SPXW190522C02980000,0.8,-0.7,0.25,0.45,132,0.1345,0.016,0.0006,508,2980.000,SPXW190522P02980000,0,0,128.6,132.8,0,0.02,-0.6663,0.0018,30
05/22/2019,SPXW190522C02985000,0.65,-0.55,0.2,0.4,58,0.1357,0.0138,0.0006,253,2985.000,SPXW190522P02985000,0,0,133.8,138,0,0.02,-0.6711,0.0018,2
05/22/2019,SPXW190522C02990000,0.45,-0.5,0.15,0.35,6,0.1364,0.0117,0.0005,1669,2990.000,SPXW190522P02990000,0,0,138.5,142.7,0,0.02,-0.6759,0.0017,0
05/22/2019,SPXW190522C02995000,0.39,-0.385,0.1,0.35,1,0.1383,0.0104,0.0004,277,2995.000,SPXW190522P02995000,0,0,143.7,147.9,0,0.02,-0.6832,0.0017,0
05/22/2019,SPXW190522C03000000,0.3,-0.325,0.1,0.3,17,0.1401,0.0093,0.0004,1563,3000.000,SPXW190522P03000000,0,0,148.4,152.6,0,0.02,-0.6847,0.0016,2
05/22/2019,SPXW190522C03005000,0,0,0.1,0.3,0,0.1438,0.009,0.0004,191,3005.000,SPXW190522P03005000,0,0,153.4,157.6,0,0.02,-0.6889,0.0016,0
05/22/2019,SPXW190522C03010000,0.25,-0.175,0.05,0.25,52,0.1428,0.0071,0.0003,1077,3010.000,SPXW190522P03010000,0,0,158.6,162.8,0,0.02,-0.6929,0.0016,0
05/22/2019,SPXW190522C03015000,0.3,-0.05,0.05,0.25,40,0.1464,0.0069,0.0003,498,3015.000,SPXW190522P03015000,0,0,163.6,167.8,0,0.02,-0.6967,0.0015,1
05/22/2019,SPXW190522C03020000,0.18,-0.12,0.05,0.25,3,0.1501,0.0067,0.0003,66,3020.000,SPXW190522P03020000,0,0,168.3,172.5,0,0.02,-0.7004,0.0015,0
05/22/2019,SPXW190522C03025000,0,0,0.05,0.2,0,0.1505,0.0057,0.0002,318,3025.000,SPXW190522P03025000,0,0,173.3,177.5,0,0.02,-0.704,0.0015,0
05/22/2019,SPXW190522C03030000,0.15,-0.1,0.05,0.2,27,0.154,0.0055,0.0002,1281,3030.000,SPXW190522P03030000,0,0,178.3,182.5,0,0.02,-0.7074,0.0014,0
05/22/2019,SPXW190522C03035000,0,0,0,0.2,0,0.1539,0.0046,0.0002,45,3035.000,SPXW190522P03035000,0,0,183.5,187.7,0,0.02,-0.7108,0.0014,0
05/22/2019,SPXW190522C03040000,0.1,-0.075,0,0.2,27,0.1572,0.0044,0.0002,253,3040.000,SPXW190522P03040000,0,0,188.5,192.7,0,0.02,-0.714,0.0014,0
05/22/2019,SPXW190522C03045000,0,0,0,0.2,0,0.1605,0.0043,0.0002,0,3045.000,SPXW190522P03045000,0,0,193.5,197.7,0,0.02,-0.7171,0.0013,0
05/22/2019,SPXW190522C03050000,0,0,0,0.2,0,0.1639,0.0042,0.0002,80,3050.000,SPXW190522P03050000,0,0,198.5,202.7,0,0.02,-0.72,0.0013,0
05/22/2019,SPXW190522C03055000,0,0,0,0.15,0,0.1625,0.0033,0.0001,10,3055.000,SPXW190522P03055000,0,0,203.2,207.4,0,0.02,-0.7229,0.0013,0
05/22/2019,SPXW190522C03060000,0,0,0,0.15,0,0.1658,0.0032,0.0001,247,3060.000,SPXW190522P03060000,0,0,208.2,212.4,0,0.02,-0.7257,0.0013,0
05/22/2019,SPXW190522C03065000,0,0,0,0.15,0,0.1691,0.0031,0.0001,0,3065.000,SPXW190522P03065000,0,0,213.2,217.4,0,0.02,-0.7284,0.0012,0
05/22/2019,SPXW190522C03070000,0,0,0,0.15,0,0.1724,0.0031,0.0001,245,3070.000,SPXW190522P03070000,0,0,218.2,222.4,0,0.02,-0.7312,0.0012,0
05/22/2019,SPXW190522C03075000,0,0,0,0.15,0,0.1756,0.003,0.0001,102,3075.000,SPXW190522P03075000,0,0,223.2,227.4,0,0.02,-0.7337,0.0012,0
05/22/2019,SPXW190522C03080000,0,0,0,0.15,0,0.1789,0.003,0.0001,12,3080.000,SPXW190522P03080000,0,0,228.2,232.4,0,0.02,-0.7362,0.0012,0
05/22/2019,SPXW190522C03085000,0,0,0,0.15,0,0.1821,0.0029,0.0001,0,3085.000,SPXW190522P03085000,0,0,233.2,237.4,0,0.02,-0.7386,0.0012,0
05/22/2019,SPXW190522C03090000,0,0,0,0.15,0,0.1853,0.0029,0.0001,0,3090.000,SPXW190522P03090000,0,0,238.1,242.4,0,0.02,-0.741,0.0011,0
05/22/2019,SPXW190522C03100000,0.05,-0.025,0,0.15,1,0.1918,0.0028,0.0001,213,3100.000,SPXW190522P03100000,0,0,248.4,252.6,0,0.02,-0.7455,0.0011,0
05/22/2019,SPXW190522C03110000,0,0,0,0.1,0,0.1918,0.002,0.0001,0,3110.000,SPXW190522P03110000,0,0,258.4,262.6,0,0.02,-0.7499,0.0011,0
05/22/2019,SPXW190522C03120000,0,0,0,0.1,0,0.1967,0.0018,0.0001,0,3120.000,SPXW190522P03120000,0,0,268.4,272.6,0,0.02,-0.754,0.001,0
05/22/2019,SPXW190522C03125000,0,0,0,0.1,0,0.2007,0.0019,0.0001,84,3125.000,SPXW190522P03125000,0,0,273.4,277.6,0,0.02,-0.7559,0.001,0
05/22/2019,SPXW190522C03130000,0,0,0,0.1,0,0.2038,0.0019,0.0001,21,3130.000,SPXW190522P03130000,0,0,278.4,282.6,0,0.02,-0.7578,0.001,0
05/22/2019,SPXW190522C03140000,0,0,0,0.1,0,0.2099,0.0018,0.0001,0,3140.000,SPXW190522P03140000,0,0,288.4,292.6,0,0.02,-0.7615,0.001,0
05/22/2019,SPXW190522C03150000,0,0,0,0.1,0,0.216,0.0018,0.0001,4,3150.000,SPXW190522P03150000,0,0,298.1,302.3,0,0.02,-0.7651,0.0009,0
05/22/2019,SPXW190522C03175000,0,0,0,0.1,0,0.2311,0.0017,0.0001,20,3175.000,SPXW190522P03175000,0,0,323.1,327.3,0,0.02,-0.7732,0.0009,1
05/22/2019,SPXW190522C03200000,0,0,0,0.1,0,0.246,0.0016,0,46,3200.000,SPXW190522P03200000,0,0,348.1,352.3,0,0.02,-0.7807,0.0008,1
05/22/2019,SPXW190522C03225000,0,0,0,0.1,0,0.2607,0.0015,0,19,3225.000,SPXW190522P03225000,0,0,373.3,377.5,0,0.02,-0.7874,0.0008,0
